Date;Ap;Hoyre;Frp;SV;Sp;KrF;Venstre;MDG;Rodt;Andre
2014-02-20;34.8;27.2;15;3.2;4.3;4.9;5.1;2.9;1.3;1.2
2014-01-23;33.8;28.8;13.4;4;4.5;4.8;5.5;3.9;0.9;0.4
2013-12-12;32.7;27.9;14.8;3.5;4.9;5.8;5.4;3.1;0.8;1.1
2013-11-14;31.6;27.9;14.3;3.2;5.6;6;6.1;3.3;1.5;0.6
2013-10-18;31.7;27.1;13.8;4.1;4.9;6.5;5.7;4.1;1.5;0.8
2013-09-25;31.6;26.3;16.9;4.6;4.9;5;5.1;4;1.1;0.5
2013-09-05;29.2;27.1;18.7;3.6;4.3;6;5;3.5;1.4;1.1
2013-06-13;25.2;32;19.9;4.4;5;5.1;4.1;2.2;1;1.3
2013-05-16;28.7;31;16.2;4.9;4.8;5.8;4.9;1.7;0.9;1.1
2013-04-11;27.3;32.1;18.7;4.9;4.9;5;3.7;0.6;1.2;1.4
2013-03-07;28.8;31.9;17.7;4.3;4.7;5.7;4.2;0.7;1.2;0.6
2013-02-14;26.4;36;16.9;4.5;3.8;5.2;4.3;0;1.1;1.8
2013-01-17;28.7;35.2;15.4;4.2;4.1;4.9;4;0;2.4;1.1
2012-12-13;29.4;31.9;16.1;5.5;4.6;4.6;4.5;0;1.6;1.9
2012-11-15;27.5;31.1;18.8;5;4.8;3.8;5.8;0;1.4;1.3
2012-10-18;26.6;34.4;17.8;4.2;5;4.7;4.7;0;1.4;1.2
2012-09-20;27.9;33.3;16.7;4.1;5.2;5.1;4.1;0;2.2;1.3
2012-08-23;30.4;33;17.4;4.1;4.9;4;4;0;1.4;0.8
2012-06-21;30.7;30.7;15.6;5.3;4.5;5.9;4.4;0;1.4;1.5
2012-05-19;31.8;28;18.6;4.3;4.7;5.3;4.9;0;1.4;1.1
2012-04-27;30.6;29.6;16.7;4.9;4.9;5;5.4;0;1.4;1.5
2012-03-22;33.9;30.4;17;3.8;5;3.1;5;0;1;0.6
2012-02-16;35.8;29.1;10.7;6.2;4.3;6.2;5.3;0;0.8;1.7
2012-01-19;38.3;27.8;14.3;4.5;3.9;5.1;4.2;0;1.2;0.7
2011-12-14;33.6;30;13.9;4.6;4.1;5.4;4.9;0;1.6;1.8
2011-11-16;32;26.5;17.8;4.6;4.5;5.2;6.7;0;1.6;1.2
2011-10-13;35.3;29.5;11.1;5.1;3.3;5.6;4.8;0;3.6;1.8
2011-09-08;37.3;26.4;14.1;4.7;5.2;3.6;5.2;0;2.6;0.9
2011-08-18;38.5;22.5;16.9;6.4;4.6;5;3.8;0;2;0.3
2011-06-17;31.5;25.1;19.9;5.3;6;4.9;5.3;0;1.6;0.4
